Адр,МК,IP,CR,AR,DR,SP,BR,AC,PS,NZVCСчМК
05,810C404002,2BC,0000,2BB,0000,000,02BB,0000,004,010006
06,810C204002,2BC,0000,2BB,0000,000,02BB,0000,004,010007
07,8078104002,2BC,0000,2BB,0000,000,02BB,0000,004,010078
78,81A4084002,2BC,0000,2BB,0000,000,02BB,0000,004,010079
79,8189044002,2BC,0000,2BB,0000,000,02BB,0000,004,01007A
7A,817D024002,2BC,0000,2BB,0000,000,02BB,0000,004,01007B
7B,80C4014002,2BC,0000,2BB,0000,000,02BB,0000,004,0100C4
C4,80DE801040,2BC,0000,2BB,0000,000,02BB,0000,004,0100DE
DE,4000000000,2BC,0000,2BB,0000,000,02BB,0000,004,0100DF
DF,8001101040,2BC,0000,2BB,0000,000,02BB,0000,004,010001
01,00A0009004,2BC,0000,2BC,0000,000,02BC,0000,004,010002
02,0104009420,2BD,0000,2BC,0000,000,02BC,0000,004,010003
03,0002009001,2BD,0000,2BC,0000,000,02BC,0000,004,010004
04,8109804002,2BD,0000,2BC,0000,000,02BC,0000,004,010005
05,810C404002,2BD,0000,2BC,0000,000,02BC,0000,004,010006
06,810C204002,2BD,0000,2BC,0000,000,02BC,0000,004,010007
07,8078104002,2BD,0000,2BC,0000,000,02BC,0000,004,010078
78,81A4084002,2BD,0000,2BC,0000,000,02BC,0000,004,010079
79,8189044002,2BD,0000,2BC,0000,000,02BC,0000,004,01007A
7A,817D024002,2BD,0000,2BC,0000,000,02BC,0000,004,01007B
7B,80C4014002,2BD,0000,2BC,0000,000,02BC,0000,004,0100C4
C4,80DE801040,2BD,0000,2BC,0000,000,02BC,0000,004,0100DE
DE,4000000000,2BD,0000,2BC,0000,000,02BC,0000,004,0100DF
DF,8001101040,2BD,0000,2BC,0000,000,02BC,0000,004,010001
01,00A0009004,2BD,0000,2BD,0000,000,02BD,0000,004,010002
02,0104009420,2BE,0000,2BD,0000,000,02BD,0000,004,010003
03,0002009001,2BE,0000,2BD,0000,000,02BD,0000,004,010004
04,8109804002,2BE,0000,2BD,0000,000,02BD,0000,004,010005
05,810C404002,2BE,0000,2BD,0000,000,02BD,0000,004,010006
06,810C204002,2BE,0000,2BD,0000,000,02BD,0000,004,010007
07,8078104002,2BE,0000,2BD,0000,000,02BD,0000,004,010078
78,81A4084002,2BE,0000,2BD,0000,000,02BD,0000,004,010079
79,8189044002,2BE,0000,2BD,0000,000,02BD,0000,004,01007A
7A,817D024002,2BE,0000,2BD,0000,000,02BD,0000,004,01007B
7B,80C4014002,2BE,0000,2BD,0000,000,02BD,0000,004,0100C4
C4,80DE801040,2BE,0000,2BD,0000,000,02BD,0000,004,0100DE
DE,4000000000,2BE,0000,2BD,0000,000,02BD,0000,004,0100DF
DF,8001101040,2BE,0000,2BD,0000,000,02BD,0000,004,010001
01,00A0009004,2BE,0000,2BE,0000,000,02BE,0000,004,010002
02,0104009420,2BF,0000,2BE,0000,000,02BE,0000,004,010003
03,0002009001,2BF,0000,2BE,0000,000,02BE,0000,004,010004
04,8109804002,2BF,0000,2BE,0000,000,02BE,0000,004,010005
05,810C404002,2BF,0000,2BE,0000,000,02BE,0000,004,010006
06,810C204002,2BF,0000,2BE,0000,000,02BE,0000,004,010007
07,8078104002,2BF,0000,2BE,0000,000,02BE,0000,004,010078
78,81A4084002,2BF,0000,2BE,0000,000,02BE,0000,004,010079
79,8189044002,2BF,0000,2BE,0000,000,02BE,0000,004,01007A
7A,817D024002,2BF,0000,2BE,0000,000,02BE,0000,004,01007B
7B,80C4014002,2BF,0000,2BE,0000,000,02BE,0000,004,0100C4
C4,80DE801040,2BF,0000,2BE,0000,000,02BE,0000,004,0100DE
DE,4000000000,2BF,0000,2BE,0000,000,02BE,0000,004,0100DF
DF,8001101040,2BF,0000,2BE,0000,000,02BE,0000,004,010001
01,00A0009004,2BF,0000,2BF,0000,000,02BF,0000,004,010002
02,0104009420,2C0,0000,2BF,0000,000,02BF,0000,004,010003
03,0002009001,2C0,0000,2BF,0000,000,02BF,0000,004,010004
04,8109804002,2C0,0000,2BF,0000,000,02BF,0000,004,010005
05,810C404002,2C0,0000,2BF,0000,000,02BF,0000,004,010006
06,810C204002,2C0,0000,2BF,0000,000,02BF,0000,004,010007
07,8078104002,2C0,0000,2BF,0000,000,02BF,0000,004,010078
78,81A4084002,2C0,0000,2BF,0000,000,02BF,0000,004,010079
79,8189044002,2C0,0000,2BF,0000,000,02BF,0000,004,01007A
7A,817D024002,2C0,0000,2BF,0000,000,02BF,0000,004,01007B
7B,80C4014002,2C0,0000,2BF,0000,000,02BF,0000,004,0100C4
C4,80DE801040,2C0,0000,2BF,0000,000,02BF,0000,004,0100DE
DE,4000000000,2C0,0000,2BF,0000,000,02BF,0000,004,0100DF
DF,8001101040,2C0,0000,2BF,0000,000,02BF,0000,004,010001
01,00A0009004,2C0,0000,2C0,0000,000,02C0,0000,004,010002
02,0104009420,2C1,0000,2C0,0000,000,02C0,0000,004,010003
03,0002009001,2C1,0000,2C0,0000,000,02C0,0000,004,010004
04,8109804002,2C1,0000,2C0,0000,000,02C0,0000,004,010005
05,810C404002,2C1,0000,2C0,0000,000,02C0,0000,004,010006
06,810C204002,2C1,0000,2C0,0000,000,02C0,0000,004,010007
07,8078104002,2C1,0000,2C0,0000,000,02C0,0000,004,010078
78,81A4084002,2C1,0000,2C0,0000,000,02C0,0000,004,010079
79,8189044002,2C1,0000,2C0,0000,000,02C0,0000,004,01007A
7A,817D024002,2C1,0000,2C0,0000,000,02C0,0000,004,01007B
7B,80C4014002,2C1,0000,2C0,0000,000,02C0,0000,004,0100C4
C4,80DE801040,2C1,0000,2C0,0000,000,02C0,0000,004,0100DE
DE,4000000000,2C1,0000,2C0,0000,000,02C0,0000,004,0100DF
DF,8001101040,2C1,0000,2C0,0000,000,02C0,0000,004,010001
01,00A0009004,2C1,0000,2C1,0000,000,02C1,0000,004,010002
02,0104009420,2C2,0000,2C1,0000,000,02C1,0000,004,010003
03,0002009001,2C2,0000,2C1,0000,000,02C1,0000,004,010004
04,8109804002,2C2,0000,2C1,0000,000,02C1,0000,004,010005
05,810C404002,2C2,0000,2C1,0000,000,02C1,0000,004,010006
06,810C204002,2C2,0000,2C1,0000,000,02C1,0000,004,010007
07,8078104002,2C2,0000,2C1,0000,000,02C1,0000,004,010078
78,81A4084002,2C2,0000,2C1,0000,000,02C1,0000,004,010079
79,8189044002,2C2,0000,2C1,0000,000,02C1,0000,004,01007A
7A,817D024002,2C2,0000,2C1,0000,000,02C1,0000,004,01007B
7B,80C4014002,2C2,0000,2C1,0000,000,02C1,0000,004,0100C4
C4,80DE801040,2C2,0000,2C1,0000,000,02C1,0000,004,0100DE
DE,4000000000,2C2,0000,2C1,0000,000,02C1,0000,004,0100DF
DF,8001101040,2C2,0000,2C1,0000,000,02C1,0000,004,010001
01,00A0009004,2C2,0000,2C2,0000,000,02C2,0000,004,010002
02,0104009420,2C3,0000,2C2,0000,000,02C2,0000,004,010003
03,0002009001,2C3,0000,2C2,0000,000,02C2,0000,004,010004
04,8109804002,2C3,0000,2C2,0000,000,02C2,0000,004,010005
05,810C404002,2C3,0000,2C2,0000,000,02C2,0000,004,010006
06,810C204002,2C3,0000,2C2,0000,000,02C2,0000,004,010007
07,8078104002,2C3,0000,2C2,0000,000,02C2,0000,004,010078
78,81A4084002,2C3,0000,2C2,0000,000,02C2,0000,004,010079
79,8189044002,2C3,0000,2C2,0000,000,02C2,0000,004,01007A
7A,817D024002,2C3,0000,2C2,0000,000,02C2,0000,004,01007B
7B,80C4014002,2C3,0000,2C2,0000,000,02C2,0000,004,0100C4
C4,80DE801040,2C3,0000,2C2,0000,000,02C2,0000,004,0100DE
DE,4000000000,2C3,0000,2C2,0000,000,02C2,0000,004,0100DF
DF,8001101040,2C3,0000,2C2,0000,000,02C2,0000,004,010001
01,00A0009004,2C3,0000,2C3,0000,000,02C3,0000,004,010002
02,0104009420,2C4,0000,2C3,0000,000,02C3,0000,004,010003
03,0002009001,2C4,0000,2C3,0000,000,02C3,0000,004,010004
04,8109804002,2C4,0000,2C3,0000,000,02C3,0000,004,010005
05,810C404002,2C4,0000,2C3,0000,000,02C3,0000,004,010006
06,810C204002,2C4,0000,2C3,0000,000,02C3,0000,004,010007
07,8078104002,2C4,0000,2C3,0000,000,02C3,0000,004,010078
78,81A4084002,2C4,0000,2C3,0000,000,02C3,0000,004,010079
79,8189044002,2C4,0000,2C3,0000,000,02C3,0000,004,01007A
7A,817D024002,2C4,0000,2C3,0000,000,02C3,0000,004,01007B
7B,80C4014002,2C4,0000,2C3,0000,000,02C3,0000,004,0100C4
C4,80DE801040,2C4,0000,2C3,0000,000,02C3,0000,004,0100DE
DE,4000000000,2C4,0000,2C3,0000,000,02C3,0000,004,0100DF
DF,8001101040,2C4,0000,2C3,0000,000,02C3,0000,004,010001
01,00A0009004,2C4,0000,2C4,0000,000,02C4,0000,004,010002
02,0104009420,2C5,0000,2C4,0000,000,02C4,0000,004,010003
03,0002009001,2C5,0000,2C4,0000,000,02C4,0000,004,010004
04,8109804002,2C5,0000,2C4,0000,000,02C4,0000,004,010005
05,810C404002,2C5,0000,2C4,0000,000,02C4,0000,004,010006
06,810C204002,2C5,0000,2C4,0000,000,02C4,0000,004,010007
07,8078104002,2C5,0000,2C4,0000,000,02C4,0000,004,010078
78,81A4084002,2C5,0000,2C4,0000,000,02C4,0000,004,010079
79,8189044002,2C5,0000,2C4,0000,000,02C4,0000,004,01007A
7A,817D024002,2C5,0000,2C4,0000,000,02C4,0000,004,01007B
7B,80C4014002,2C5,0000,2C4,0000,000,02C4,0000,004,0100C4
C4,80DE801040,2C5,0000,2C4,0000,000,02C4,0000,004,0100DE
DE,4000000000,2C5,0000,2C4,0000,000,02C4,0000,004,0100DF
DF,8001101040,2C5,0000,2C4,0000,000,02C4,0000,004,010001
01,00A0009004,2C5,0000,2C5,0000,000,02C5,0000,004,010002
02,0104009420,2C6,0000,2C5,0000,000,02C5,0000,004,010003
03,0002009001,2C6,0000,2C5,0000,000,02C5,0000,004,010004
04,8109804002,2C6,0000,2C5,0000,000,02C5,0000,004,010005
05,810C404002,2C6,0000,2C5,0000,000,02C5,0000,004,010006
06,810C204002,2C6,0000,2C5,0000,000,02C5,0000,004,010007
07,8078104002,2C6,0000,2C5,0000,000,02C5,0000,004,010078
78,81A4084002,2C6,0000,2C5,0000,000,02C5,0000,004,010079
79,8189044002,2C6,0000,2C5,0000,000,02C5,0000,004,01007A
7A,817D024002,2C6,0000,2C5,0000,000,02C5,0000,004,01007B
7B,80C4014002,2C6,0000,2C5,0000,000,02C5,0000,004,0100C4
C4,80DE801040,2C6,0000,2C5,0000,000,02C5,0000,004,0100DE
DE,4000000000,2C6,0000,2C5,0000,000,02C5,0000,004,0100DF
DF,8001101040,2C6,0000,2C5,0000,000,02C5,0000,004,010001
01,00A0009004,2C6,0000,2C6,0000,000,02C6,0000,004,010002
02,0104009420,2C7,0000,2C6,0000,000,02C6,0000,004,010003
03,0002009001,2C7,0000,2C6,0000,000,02C6,0000,004,010004
04,8109804002,2C7,0000,2C6,0000,000,02C6,0000,004,010005
05,810C404002,2C7,0000,2C6,0000,000,02C6,0000,004,010006
06,810C204002,2C7,0000,2C6,0000,000,02C6,0000,004,010007
07,8078104002,2C7,0000,2C6,0000,000,02C6,0000,004,010078
78,81A4084002,2C7,0000,2C6,0000,000,02C6,0000,004,010079
79,8189044002,2C7,0000,2C6,0000,000,02C6,0000,004,01007A
7A,817D024002,2C7,0000,2C6,0000,000,02C6,0000,004,01007B
7B,80C4014002,2C7,0000,2C6,0000,000,02C6,0000,004,0100C4
C4,80DE801040,2C7,0000,2C6,0000,000,02C6,0000,004,0100DE
DE,4000000000,2C7,0000,2C6,0000,000,02C6,0000,004,0100DF
DF,8001101040,2C7,0000,2C6,0000,000,02C6,0000,004,010001
01,00A0009004,2C7,0000,2C7,0000,000,02C7,0000,004,010002
02,0104009420,2C8,0000,2C7,0000,000,02C7,0000,004,010003
03,0002009001,2C8,0000,2C7,0000,000,02C7,0000,004,010004
04,8109804002,2C8,0000,2C7,0000,000,02C7,0000,004,010005
05,810C404002,2C8,0000,2C7,0000,000,02C7,0000,004,010006
06,810C204002,2C8,0000,2C7,0000,000,02C7,0000,004,010007
07,8078104002,2C8,0000,2C7,0000,000,02C7,0000,004,010078
78,81A4084002,2C8,0000,2C7,0000,000,02C7,0000,004,010079
79,8189044002,2C8,0000,2C7,0000,000,02C7,0000,004,01007A
7A,817D024002,2C8,0000,2C7,0000,000,02C7,0000,004,01007B
7B,80C4014002,2C8,0000,2C7,0000,000,02C7,0000,004,0100C4
C4,80DE801040,2C8,0000,2C7,0000,000,02C7,0000,004,0100DE
DE,4000000000,2C8,0000,2C7,0000,000,02C7,0000,004,0100DF
DF,8001101040,2C8,0000,2C7,0000,000,02C7,0000,004,010001
01,00A0009004,2C8,0000,2C8,0000,000,02C8,0000,004,010002
02,0104009420,2C9,0000,2C8,0000,000,02C8,0000,004,010003
03,0002009001,2C9,0000,2C8,0000,000,02C8,0000,004,010004
04,8109804002,2C9,0000,2C8,0000,000,02C8,0000,004,010005
05,810C404002,2C9,0000,2C8,0000,000,02C8,0000,004,010006
06,810C204002,2C9,0000,2C8,0000,000,02C8,0000,004,010007
07,8078104002,2C9,0000,2C8,0000,000,02C8,0000,004,010078
78,81A4084002,2C9,0000,2C8,0000,000,02C8,0000,004,010079
79,8189044002,2C9,0000,2C8,0000,000,02C8,0000,004,01007A
7A,817D024002,2C9,0000,2C8,0000,000,02C8,0000,004,01007B
7B,80C4014002,2C9,0000,2C8,0000,000,02C8,0000,004,0100C4
C4,80DE801040,2C9,0000,2C8,0000,000,02C8,0000,004,0100DE
DE,4000000000,2C9,0000,2C8,0000,000,02C8,0000,004,0100DF
DF,8001101040,2C9,0000,2C8,0000,000,02C8,0000,004,010001
01,00A0009004,2C9,0000,2C9,0000,000,02C9,0000,004,010002
02,0104009420,2CA,0000,2C9,0000,000,02C9,0000,004,010003
03,0002009001,2CA,0000,2C9,0000,000,02C9,0000,004,010004
04,8109804002,2CA,0000,2C9,0000,000,02C9,0000,004,010005
05,810C404002,2CA,0000,2C9,0000,000,02C9,0000,004,010006
06,810C204002,2CA,0000,2C9,0000,000,02C9,0000,004,010007
07,8078104002,2CA,0000,2C9,0000,000,02C9,0000,004,010078
78,81A4084002,2CA,0000,2C9,0000,000,02C9,0000,004,010079
79,8189044002,2CA,0000,2C9,0000,000,02C9,0000,004,01007A
7A,817D024002,2CA,0000,2C9,0000,000,02C9,0000,004,01007B
7B,80C4014002,2CA,0000,2C9,0000,000,02C9,0000,004,0100C4
C4,80DE801040,2CA,0000,2C9,0000,000,02C9,0000,004,0100DE
DE,4000000000,2CA,0000,2C9,0000,000,02C9,0000,004,0100DF
DF,8001101040,2CA,0000,2C9,0000,000,02C9,0000,004,010001
01,00A0009004,2CA,0000,2CA,0000,000,02CA,0000,004,010002
02,0104009420,2CB,0000,2CA,0000,000,02CA,0000,004,010003
03,0002009001,2CB,0000,2CA,0000,000,02CA,0000,004,010004
04,8109804002,2CB,0000,2CA,0000,000,02CA,0000,004,010005
05,810C404002,2CB,0000,2CA,0000,000,02CA,0000,004,010006
06,810C204002,2CB,0000,2CA,0000,000,02CA,0000,004,010007
07,8078104002,2CB,0000,2CA,0000,000,02CA,0000,004,010078
78,81A4084002,2CB,0000,2CA,0000,000,02CA,0000,004,010079
79,8189044002,2CB,0000,2CA,0000,000,02CA,0000,004,01007A
7A,817D024002,2CB,0000,2CA,0000,000,02CA,0000,004,01007B
7B,80C4014002,2CB,0000,2CA,0000,000,02CA,0000,004,0100C4
C4,80DE801040,2CB,0000,2CA,0000,000,02CA,0000,004,0100DE
DE,4000000000,2CB,0000,2CA,0000,000,02CA,0000,004,0100DF
DF,8001101040,2CB,0000,2CA,0000,000,02CA,0000,004,010001
01,00A0009004,2CB,0000,2CB,0000,000,02CB,0000,004,010002
02,0104009420,2CC,0000,2CB,0000,000,02CB,0000,004,010003
03,0002009001,2CC,0000,2CB,0000,000,02CB,0000,004,010004
04,8109804002,2CC,0000,2CB,0000,000,02CB,0000,004,010005
05,810C404002,2CC,0000,2CB,0000,000,02CB,0000,004,010006
06,810C204002,2CC,0000,2CB,0000,000,02CB,0000,004,010007
07,8078104002,2CC,0000,2CB,0000,000,02CB,0000,004,010078
78,81A4084002,2CC,0000,2CB,0000,000,02CB,0000,004,010079
79,8189044002,2CC,0000,2CB,0000,000,02CB,0000,004,01007A
7A,817D024002,2CC,0000,2CB,0000,000,02CB,0000,004,01007B
7B,80C4014002,2CC,0000,2CB,0000,000,02CB,0000,004,0100C4
C4,80DE801040,2CC,0000,2CB,0000,000,02CB,0000,004,0100DE
DE,4000000000,2CC,0000,2CB,0000,000,02CB,0000,004,0100DF
DF,8001101040,2CC,0000,2CB,0000,000,02CB,0000,004,010001
01,00A0009004,2CC,0000,2CC,0000,000,02CC,0000,004,010002
02,0104009420,2CD,0000,2CC,0000,000,02CC,0000,004,010003
03,0002009001,2CD,0000,2CC,0000,000,02CC,0000,004,010004
04,8109804002,2CD,0000,2CC,0000,000,02CC,0000,004,010005
05,810C404002,2CD,0000,2CC,0000,000,02CC,0000,004,010006
06,810C204002,2CD,0000,2CC,0000,000,02CC,0000,004,010007
07,8078104002,2CD,0000,2CC,0000,000,02CC,0000,004,010078
78,81A4084002,2CD,0000,2CC,0000,000,02CC,0000,004,010079
79,8189044002,2CD,0000,2CC,0000,000,02CC,0000,004,01007A
7A,817D024002,2CD,0000,2CC,0000,000,02CC,0000,004,01007B
7B,80C4014002,2CD,0000,2CC,0000,000,02CC,0000,004,0100C4
C4,80DE801040,2CD,0000,2CC,0000,000,02CC,0000,004,0100DE
DE,4000000000,2CD,0000,2CC,0000,000,02CC,0000,004,0100DF
DF,8001101040,2CD,0000,2CC,0000,000,02CC,0000,004,010001
01,00A0009004,2CD,0000,2CD,0000,000,02CD,0000,004,010002
02,0104009420,2CE,0000,2CD,0000,000,02CD,0000,004,010003
03,0002009001,2CE,0000,2CD,0000,000,02CD,0000,004,010004
04,8109804002,2CE,0000,2CD,0000,000,02CD,0000,004,010005
05,810C404002,2CE,0000,2CD,0000,000,02CD,0000,004,010006
06,810C204002,2CE,0000,2CD,0000,000,02CD,0000,004,010007
07,8078104002,2CE,0000,2CD,0000,000,02CD,0000,004,010078
78,81A4084002,2CE,0000,2CD,0000,000,02CD,0000,004,010079
79,8189044002,2CE,0000,2CD,0000,000,02CD,0000,004,01007A
7A,817D024002,2CE,0000,2CD,0000,000,02CD,0000,004,01007B
7B,80C4014002,2CE,0000,2CD,0000,000,02CD,0000,004,0100C4
C4,80DE801040,2CE,0000,2CD,0000,000,02CD,0000,004,0100DE
DE,4000000000,2CE,0000,2CD,0000,000,02CD,0000,004,0100DF
DF,8001101040,2CE,0000,2CD,0000,000,02CD,0000,004,010001
01,00A0009004,2CE,0000,2CE,0000,000,02CE,0000,004,010002
02,0104009420,2CF,0000,2CE,0000,000,02CE,0000,004,010003
03,0002009001,2CF,0000,2CE,0000,000,02CE,0000,004,010004
04,8109804002,2CF,0000,2CE,0000,000,02CE,0000,004,010005
05,810C404002,2CF,0000,2CE,0000,000,02CE,0000,004,010006
06,810C204002,2CF,0000,2CE,0000,000,02CE,0000,004,010007
07,8078104002,2CF,0000,2CE,0000,000,02CE,0000,004,010078
78,81A4084002,2CF,0000,2CE,0000,000,02CE,0000,004,010079
79,8189044002,2CF,0000,2CE,0000,000,02CE,0000,004,01007A
7A,817D024002,2CF,0000,2CE,0000,000,02CE,0000,004,01007B
7B,80C4014002,2CF,0000,2CE,0000,000,02CE,0000,004,0100C4
C4,80DE801040,2CF,0000,2CE,0000,000,02CE,0000,004,0100DE
DE,4000000000,2CF,0000,2CE,0000,000,02CE,0000,004,0100DF
DF,8001101040,2CF,0000,2CE,0000,000,02CE,0000,004,010001
01,00A0009004,2CF,0000,2CF,0000,000,02CF,0000,004,010002
02,0104009420,2D0,0000,2CF,0000,000,02CF,0000,004,010003
03,0002009001,2D0,0000,2CF,0000,000,02CF,0000,004,010004
04,8109804002,2D0,0000,2CF,0000,000,02CF,0000,004,010005
05,810C404002,2D0,0000,2CF,0000,000,02CF,0000,004,010006
06,810C204002,2D0,0000,2CF,0000,000,02CF,0000,004,010007
07,8078104002,2D0,0000,2CF,0000,000,02CF,0000,004,010078
78,81A4084002,2D0,0000,2CF,0000,000,02CF,0000,004,010079
79,8189044002,2D0,0000,2CF,0000,000,02CF,0000,004,01007A
7A,817D024002,2D0,0000,2CF,0000,000,02CF,0000,004,01007B
7B,80C4014002,2D0,0000,2CF,0000,000,02CF,0000,004,0100C4
C4,80DE801040,2D0,0000,2CF,0000,000,02CF,0000,004,0100DE
DE,4000000000,2D0,0000,2CF,0000,000,02CF,0000,004,0100DF
DF,8001101040,2D0,0000,2CF,0000,000,02CF,0000,004,010001
01,00A0009004,2D0,0000,2D0,0000,000,02D0,0000,004,010002
02,0104009420,2D1,0000,2D0,0000,000,02D0,0000,004,010003
03,0002009001,2D1,0000,2D0,0000,000,02D0,0000,004,010004
04,8109804002,2D1,0000,2D0,0000,000,02D0,0000,004,010005
05,810C404002,2D1,0000,2D0,0000,000,02D0,0000,004,010006
06,810C204002,2D1,0000,2D0,0000,000,02D0,0000,004,010007
07,8078104002,2D1,0000,2D0,0000,000,02D0,0000,004,010078
78,81A4084002,2D1,0000,2D0,0000,000,02D0,0000,004,010079
79,8189044002,2D1,0000,2D0,0000,000,02D0,0000,004,01007A
7A,817D024002,2D1,0000,2D0,0000,000,02D0,0000,004,01007B
7B,80C4014002,2D1,0000,2D0,0000,000,02D0,0000,004,0100C4
C4,80DE801040,2D1,0000,2D0,0000,000,02D0,0000,004,0100DE
DE,4000000000,2D1,0000,2D0,0000,000,02D0,0000,004,0100DF
DF,8001101040,2D1,0000,2D0,0000,000,02D0,0000,004,010001
01,00A0009004,2D1,0000,2D1,0000,000,02D1,0000,004,010002
02,0104009420,2D2,0000,2D1,0000,000,02D1,0000,004,010003
03,0002009001,2D2,0000,2D1,0000,000,02D1,0000,004,010004
04,8109804002,2D2,0000,2D1,0000,000,02D1,0000,004,010005
05,810C404002,2D2,0000,2D1,0000,000,02D1,0000,004,010006
06,810C204002,2D2,0000,2D1,0000,000,02D1,0000,004,010007
07,8078104002,2D2,0000,2D1,0000,000,02D1,0000,004,010078
78,81A4084002,2D2,0000,2D1,0000,000,02D1,0000,004,010079
79,8189044002,2D2,0000,2D1,0000,000,02D1,0000,004,01007A
7A,817D024002,2D2,0000,2D1,0000,000,02D1,0000,004,01007B
7B,80C4014002,2D2,0000,2D1,0000,000,02D1,0000,004,0100C4
C4,80DE801040,2D2,0000,2D1,0000,000,02D1,0000,004,0100DE
DE,4000000000,2D2,0000,2D1,0000,000,02D1,0000,004,0100DF
DF,8001101040,2D2,0000,2D1,0000,000,02D1,0000,004,010001
01,00A0009004,2D2,0000,2D2,0000,000,02D2,0000,004,010002
02,0104009420,2D3,0000,2D2,0000,000,02D2,0000,004,010003
03,0002009001,2D3,0000,2D2,0000,000,02D2,0000,004,010004
04,8109804002,2D3,0000,2D2,0000,000,02D2,0000,004,010005
05,810C404002,2D3,0000,2D2,0000,000,02D2,0000,004,010006
06,810C204002,2D3,0000,2D2,0000,000,02D2,0000,004,010007
07,8078104002,2D3,0000,2D2,0000,000,02D2,0000,004,010078
78,81A4084002,2D3,0000,2D2,0000,000,02D2,0000,004,010079
79,8189044002,2D3,0000,2D2,0000,000,02D2,0000,004,01007A
7A,817D024002,2D3,0000,2D2,0000,000,02D2,0000,004,01007B
7B,80C4014002,2D3,0000,2D2,0000,000,02D2,0000,004,0100C4
C4,80DE801040,2D3,0000,2D2,0000,000,02D2,0000,004,0100DE
DE,4000000000,2D3,0000,2D2,0000,000,02D2,0000,004,0100DF
DF,8001101040,2D3,0000,2D2,0000,000,02D2,0000,004,010001
01,00A0009004,2D3,0000,2D3,0000,000,02D3,0000,004,010002
02,0104009420,2D4,0000,2D3,0000,000,02D3,0000,004,010003
03,0002009001,2D4,0000,2D3,0000,000,02D3,0000,004,010004
04,8109804002,2D4,0000,2D3,0000,000,02D3,0000,004,010005
05,810C404002,2D4,0000,2D3,0000,000,02D3,0000,004,010006
06,810C204002,2D4,0000,2D3,0000,000,02D3,0000,004,010007
07,8078104002,2D4,0000,2D3,0000,000,02D3,0000,004,010078
78,81A4084002,2D4,0000,2D3,0000,000,02D3,0000,004,010079
79,8189044002,2D4,0000,2D3,0000,000,02D3,0000,004,01007A
7A,817D024002,2D4,0000,2D3,0000,000,02D3,0000,004,01007B
7B,80C4014002,2D4,0000,2D3,0000,000,02D3,0000,004,0100C4
C4,80DE801040,2D4,0000,2D3,0000,000,02D3,0000,004,0100DE
DE,4000000000,2D4,0000,2D3,0000,000,02D3,0000,004,0100DF
DF,8001101040,2D4,0000,2D3,0000,000,02D3,0000,004,010001
01,00A0009004,2D4,0000,2D4,0000,000,02D4,0000,004,010002
02,0104009420,2D5,0000,2D4,0000,000,02D4,0000,004,010003
03,0002009001,2D5,0000,2D4,0000,000,02D4,0000,004,010004
04,8109804002,2D5,0000,2D4,0000,000,02D4,0000,004,010005
05,810C404002,2D5,0000,2D4,0000,000,02D4,0000,004,010006
06,810C204002,2D5,0000,2D4,0000,000,02D4,0000,004,010007
07,8078104002,2D5,0000,2D4,0000,000,02D4,0000,004,010078
78,81A4084002,2D5,0000,2D4,0000,000,02D4,0000,004,010079
79,8189044002,2D5,0000,2D4,0000,000,02D4,0000,004,01007A
7A,817D024002,2D5,0000,2D4,0000,000,02D4,0000,004,01007B
7B,80C4014002,2D5,0000,2D4,0000,000,02D4,0000,004,0100C4
C4,80DE801040,2D5,0000,2D4,0000,000,02D4,0000,004,0100DE
DE,4000000000,2D5,0000,2D4,0000,000,02D4,0000,004,0100DF
DF,8001101040,2D5,0000,2D4,0000,000,02D4,0000,004,010001
01,00A0009004,2D5,0000,2D5,0000,000,02D5,0000,004,010002
02,0104009420,2D6,0000,2D5,0000,000,02D5,0000,004,010003
03,0002009001,2D6,0000,2D5,0000,000,02D5,0000,004,010004
04,8109804002,2D6,0000,2D5,0000,000,02D5,0000,004,010005
05,810C404002,2D6,0000,2D5,0000,000,02D5,0000,004,010006
06,810C204002,2D6,0000,2D5,0000,000,02D5,0000,004,010007
07,8078104002,2D6,0000,2D5,0000,000,02D5,0000,004,010078
78,81A4084002,2D6,0000,2D5,0000,000,02D5,0000,004,010079
79,8189044002,2D6,0000,2D5,0000,000,02D5,0000,004,01007A
7A,817D024002,2D6,0000,2D5,0000,000,02D5,0000,004,01007B
7B,80C4014002,2D6,0000,2D5,0000,000,02D5,0000,004,0100C4
C4,80DE801040,2D6,0000,2D5,0000,000,02D5,0000,004,0100DE
DE,4000000000,2D6,0000,2D5,0000,000,02D5,0000,004,0100DF
DF,8001101040,2D6,0000,2D5,0000,000,02D5,0000,004,010001
01,00A0009004,2D6,0000,2D6,0000,000,02D6,0000,004,010002
02,0104009420,2D7,0000,2D6,0000,000,02D6,0000,004,010003
03,0002009001,2D7,0000,2D6,0000,000,02D6,0000,004,010004
04,8109804002,2D7,0000,2D6,0000,000,02D6,0000,004,010005
05,810C404002,2D7,0000,2D6,0000,000,02D6,0000,004,010006
06,810C204002,2D7,0000,2D6,0000,000,02D6,0000,004,010007
07,8078104002,2D7,0000,2D6,0000,000,02D6,0000,004,010078
78,81A4084002,2D7,0000,2D6,0000,000,02D6,0000,004,010079
79,8189044002,2D7,0000,2D6,0000,000,02D6,0000,004,01007A
7A,817D024002,2D7,0000,2D6,0000,000,02D6,0000,004,01007B
7B,80C4014002,2D7,0000,2D6,0000,000,02D6,0000,004,0100C4
